[2026-03-23 13:34:28] 
--- INICIANDO NAVEGACIÓN HACIA: CASA ---
[2026-03-23 13:38:56] Pos: [8.298468, -62.716634] | Meta: 73.1m | Ideal: 213° | IMU: 173° | Err: 40° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:38:58] Pos: [8.298462, -62.716639] | Meta: 72.2m | Ideal: 213° | IMU: 174° | Err: 40° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:00] Pos: [8.298441, -62.716650] | Meta: 69.6m | Ideal: 214° | IMU: 174° | Err: 40° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:02] Pos: [8.298413, -62.716656] | Meta: 66.6m | Ideal: 215° | IMU: 173° | Err: 41° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:04] Pos: [8.298391, -62.716648] | Meta: 65.1m | Ideal: 216° | IMU: 174° | Err: 43° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:06] Pos: [8.298375, -62.716646] | Meta: 63.8m | Ideal: 218° | IMU: 173° | Err: 44° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:08] Pos: [8.298360, -62.716647] | Meta: 62.5m | Ideal: 218° | IMU: 173° | Err: 45° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:10] Pos: [8.298359, -62.716646] | Meta: 62.4m | Ideal: 219° | IMU: 174° | Err: 45° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:12] Pos: [8.298338, -62.716637] | Meta: 61.3m | Ideal: 221° | IMU: 174° | Err: 46° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:14] Pos: [8.298323, -62.716646] | Meta: 59.3m | Ideal: 221° | IMU: 173° | Err: 48° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:16] Pos: [8.298291, -62.716649] | Meta: 56.5m | Ideal: 223° | IMU: 174° | Err: 50° -> GIRA LEVEMENTE A LA DERECHA
[2026-03-23 13:39:18] Pos: [8.298274, 10.049971] | Meta: 7993302.2m | Ideal: 276° | IMU: 173° | Err: 103° -> GIRA A LA DERECHA
[2026-03-23 13:39:20] Pos: [8.298248, -62.716631] | Meta: 54.6m | Ideal: 228° | IMU: 174° | Err: 54° -> GIRA A LA DERECHA
[2026-03-23 13:39:22] Pos: [8.298244, -62.716605] | Meta: 56.5m | Ideal: 230° | IMU: 173° | Err: 57° -> GIRA A LA DERECHA
[2026-03-23 13:39:24] Pos: [8.298228, -62.716606] | Meta: 55.3m | Ideal: 232° | IMU: 173° | Err: 58° -> GIRA A LA DERECHA
[2026-03-23 13:39:26] Pos: [8.298203, -62.716585] | Meta: 55.5m | Ideal: 235° | IMU: 173° | Err: 62° -> GIRA A LA DERECHA
[2026-03-23 13:39:28] Pos: [8.298192, 10.048400] | Meta: 7993131.3m | Ideal: 276° | IMU: 172° | Err: 104° -> GIRA A LA DERECHA
[2026-03-23 13:39:30] Pos: [8.298145, -62.716539] | Meta: 56.6m | Ideal: 244° | IMU: 174° | Err: 69° -> GIRA A LA DERECHA
[2026-03-23 13:39:32] Pos: [8.298114, -62.716532] | Meta: 55.8m | Ideal: 247° | IMU: 173° | Err: 74° -> GIRA A LA DERECHA
[2026-03-23 13:39:34] Pos: [8.298098, -62.716523] | Meta: 56.1m | Ideal: 249° | IMU: 174° | Err: 75° -> GIRA A LA DERECHA
[2026-03-23 13:39:36] Pos: [8.298076, -62.716511] | Meta: 56.5m | Ideal: 252° | IMU: 173° | Err: 79° -> GIRA A LA DERECHA
[2026-03-23 13:39:38] Pos: [8.298054, -62.716502] | Meta: 56.8m | Ideal: 255° | IMU: 174° | Err: 81° -> GIRA A LA DERECHA
[2026-03-23 13:39:40] Pos: [8.298039, -62.716496] | Meta: 57.0m | Ideal: 257° | IMU: 174° | Err: 82° -> GIRA A LA DERECHA
[2026-03-23 13:39:42] Pos: [8.297997, -62.716488] | Meta: 56.9m | Ideal: 261° | IMU: 174° | Err: 87° -> GIRA A LA DERECHA
[2026-03-23 13:39:44] Pos: [8.297970, -62.716493] | Meta: 56.1m | Ideal: 264° | IMU: 173° | Err: 91° -> GIRA A LA DERECHA
[2026-03-23 13:39:46] Pos: [8.297934, -62.716513] | Meta: 53.6m | Ideal: 268° | IMU: 173° | Err: 95° -> GIRA A LA DERECHA
[2026-03-23 13:39:48] Pos: [8.297930, -62.716536] | Meta: 51.0m | Ideal: 269° | IMU: 174° | Err: 95° -> GIRA A LA DERECHA
[2026-03-23 13:39:50] Pos: [8.297929, -62.716558] | Meta: 48.6m | Ideal: 269° | IMU: 173° | Err: 96° -> GIRA A LA DERECHA
[2026-03-23 13:39:52] Pos: [8.297925, -62.716595] | Meta: 44.6m | Ideal: 269° | IMU: 173° | Err: 96° -> GIRA A LA DERECHA
[2026-03-23 13:39:54] Pos: [8.297930, -62.716607] | Meta: 43.2m | Ideal: 269° | IMU: 174° | Err: 94° -> GIRA A LA DERECHA
[2026-03-23 13:39:56] Pos: [8.297939, -62.716629] | Meta: 40.8m | Ideal: 267° | IMU: 173° | Err: 94° -> GIRA A LA DERECHA
